,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,class
1613,84,32.385,10.757,9.943,1.0,11.662,10.0,1.082,0.924,0.944,0
4398,281,96.326,34.813,10.277,0.381,39.205,14.846,3.387,0.295,0.654,1
9545,169,63.113,25.119,8.566,0.533,26.306,10.0,2.932,0.341,0.82,1
6348,104,37.456,13.519,9.795,0.932,14.318,10.585,1.38,0.725,0.904,0
1631,147,46.284,17.488,10.703,0.862,18.028,11.628,1.634,0.612,0.916,0
5231,219,101.054,39.018,7.146,0.269,42.059,11.142,5.46,0.183,0.545,1
1050,124,43.113,16.837,9.377,0.838,17.464,10.4,1.796,0.557,0.905,0
3232,195,102.811,32.797,7.57,0.232,42.72,12.254,4.332,0.231,0.506,1
4087,116,38.87,13.769,10.727,0.965,14.422,11.314,1.284,0.779,0.921,0
404,127,41.698,15.749,10.268,0.918,16.553,11.094,1.534,0.652,0.917,0
6174,213,98.083,34.443,7.874,0.278,40.792,12.913,4.374,0.229,0.575,1
5983,187,77.841,27.675,8.603,0.388,31.623,12.551,3.217,0.311,0.673,1
1215,93,36.627,14.758,8.024,0.871,14.866,8.433,1.839,0.544,0.903,0
5862,249,102.125,41.28,7.68,0.3,44.283,11.458,5.375,0.186,0.651,1
8015,103,39.456,15.473,8.476,0.831,16.125,9.4,1.826,0.548,0.896,0
5805,180,73.012,22.473,10.198,0.424,27.295,12.831,2.204,0.454,0.677,1
354,73,32.87,12.784,7.271,0.849,13.038,7.778,1.758,0.569,0.874,0
2046,84,33.213,12.149,8.803,0.957,12.806,9.192,1.38,0.725,0.928,0
10424,80,33.556,12.789,7.964,0.893,13.0,8.0,1.606,0.623,0.93,0
4672,211,85.74,33.987,7.905,0.361,36.401,11.837,4.3,0.233,0.65,1
2766,285,126.267,29.101,12.47,0.225,44.944,21.626,2.334,0.428,0.474,1
9961,143,57.113,21.048,8.651,0.551,24.352,9.839,2.433,0.411,0.831,0
7357,215,83.74,30.251,9.049,0.385,34.54,12.61,3.343,0.299,0.638,1
8694,143,44.87,17.191,10.591,0.893,17.72,11.0,1.623,0.616,0.923,0
4046,119,39.698,14.655,10.339,0.949,15.264,10.607,1.417,0.705,0.919,0
8777,106,55.456,23.694,5.696,0.433,25.298,7.164,4.16,0.24,0.797,-1
5769,119,41.698,14.411,10.514,0.86,16.125,11.0,1.371,0.73,0.898,0
660,93,36.627,15.06,7.863,0.871,15.652,8.875,1.915,0.522,0.921,0
2555,269,125.882,22.033,15.545,0.213,39.812,25.228,1.417,0.706,0.439,1
4330,122,46.87,17.342,8.957,0.698,19.416,10.0,1.936,0.516,0.836,1
5350,182,83.598,32.367,7.16,0.327,35.44,10.752,4.521,0.221,0.655,1
6382,184,82.225,34.15,6.86,0.342,36.797,9.899,4.978,0.201,0.659,1
7193,164,69.698,28.483,7.331,0.424,29.428,9.408,3.885,0.257,0.724,1
6054,477,187.137,49.499,12.27,0.171,63.063,28.622,4.034,0.248,0.406,-1
6661,174,75.012,30.189,7.338,0.389,30.806,10.334,4.114,0.243,0.667,1
7559,114,38.87,14.904,9.739,0.948,15.652,10.607,1.53,0.653,0.927,0
4502,121,41.456,15.047,10.238,0.885,15.62,11.068,1.47,0.68,0.903,0
8505,132,43.113,15.407,10.908,0.892,15.811,11.18,1.412,0.708,0.907,0
6513,140,59.355,24.357,7.318,0.499,26.401,9.735,3.328,0.3,0.771,1
8318,94,37.213,15.224,7.862,0.853,15.652,8.538,1.937,0.516,0.913,0
4045,117,39.456,13.193,11.291,0.944,13.928,12.0,1.168,0.856,0.918,0
1925,85,38.627,15.124,7.156,0.716,15.524,7.786,2.113,0.473,0.837,0
9835,258,93.64,29.829,11.013,0.37,34.205,16.281,2.709,0.369,0.635,1
8032,123,42.87,16.834,9.303,0.841,17.088,9.803,1.809,0.553,0.908,0
9286,182,74.083,23.865,9.71,0.417,29.53,14.044,2.458,0.407,0.651,1
4509,141,58.184,22.353,8.032,0.523,23.409,10.733,2.783,0.359,0.748,1
8364,92,36.042,13.643,8.586,0.89,13.928,9.391,1.589,0.629,0.906,0
10171,214,91.983,34.661,7.861,0.318,39.217,12.225,4.409,0.227,0.651,1
10310,69,29.556,10.384,8.46,0.993,11.402,9.0,1.227,0.815,0.945,0
875,84,33.799,12.058,8.87,0.924,12.649,9.0,1.359,0.736,0.913,0
9395,198,86.426,26.728,9.432,0.333,32.65,14.142,2.834,0.353,0.579,1
8333,111,39.456,14.798,9.55,0.896,15.297,10.0,1.549,0.645,0.91,0
9271,151,49.698,19.396,9.912,0.768,19.723,11.119,1.957,0.511,0.891,0
1283,311,86.811,33.531,11.809,0.519,34.015,15.205,2.839,0.352,0.737,1
8817,265,77.841,33.977,9.931,0.55,32.696,11.292,3.421,0.292,0.866,-1
6700,217,99.154,38.095,7.253,0.277,42.202,12.297,5.252,0.19,0.625,1
538,65,28.385,9.563,8.654,1.0,10.296,9.0,1.105,0.905,0.929,0
6363,482,196.451,30.351,20.22,0.157,49.739,31.872,1.501,0.666,0.406,-1
4140,122,40.87,15.547,9.991,0.918,16.125,10.733,1.556,0.643,0.917,0
10281,90,35.213,13.219,8.669,0.912,13.892,9.391,1.525,0.656,0.918,0
9023,87,34.042,12.278,9.022,0.943,13.038,9.899,1.361,0.735,0.902,0
915,96,36.385,14.697,8.317,0.911,14.56,8.0,1.767,0.566,0.941,0
2056,78,32.385,12.304,8.071,0.935,13.038,8.854,1.524,0.656,0.929,0
3681,256,111.054,31.452,10.364,0.261,41.4,16.43,3.035,0.33,0.522,1
3220,193,87.012,35.562,6.91,0.32,38.471,9.493,5.146,0.194,0.702,1
9437,108,39.698,15.59,8.82,0.861,16.125,9.604,1.767,0.566,0.893,0
5722,99,36.284,12.759,9.879,0.945,13.601,10.607,1.292,0.774,0.9,0
3650,247,88.811,35.718,8.805,0.394,38.013,11.535,4.057,0.247,0.693,-1
3382,230,89.497,36.215,8.086,0.361,36.249,11.336,4.478,0.223,0.637,1
8179,100,37.456,13.591,9.368,0.896,14.56,10.0,1.451,0.689,0.909,0
7370,114,43.113,14.88,9.755,0.771,17.088,11.0,1.525,0.656,0.867,0
5418,119,40.042,14.595,10.381,0.933,15.264,11.18,1.406,0.711,0.93,0
3884,207,84.912,30.575,8.62,0.361,34.986,12.862,3.547,0.282,0.685,1
9910,381,187.924,37.168,13.052,0.136,50.922,19.0,2.848,0.351,0.457,-1
5248,174,81.74,26.85,8.251,0.327,33.615,11.78,3.254,0.307,0.592,1
4704,124,41.113,14.585,10.825,0.922,15.297,11.384,1.347,0.742,0.905,0
9261,205,86.326,32.886,7.937,0.346,36.056,11.775,4.144,0.241,0.615,1
999,298,98.669,40.018,9.481,0.385,39.205,13.908,4.221,0.237,0.705,-1
1779,99,37.698,15.376,8.198,0.875,15.811,8.485,1.876,0.533,0.908,0
8966,90,36.87,13.981,8.196,0.832,14.765,8.944,1.706,0.586,0.891,0
6519,91,35.456,12.213,9.487,0.91,13.416,9.899,1.287,0.777,0.897,0
3733,220,98.711,28.988,9.663,0.284,37.577,16.394,3.0,0.333,0.509,1
7850,115,43.456,17.302,8.463,0.765,17.72,9.459,2.044,0.489,0.891,0
6672,243,115.296,33.444,9.251,0.23,45.607,15.4,3.615,0.277,0.467,1
3739,174,73.255,24.022,9.222,0.407,27.659,12.69,2.605,0.384,0.672,1
10188,250,131.296,35.018,9.09,0.182,50.488,15.934,3.852,0.26,0.401,1
359,202,74.669,29.436,8.737,0.455,30.083,11.157,3.369,0.297,0.739,1
7072,87,34.042,12.506,8.858,0.943,13.342,9.0,1.412,0.708,0.911,0
8895,110,42.87,16.08,8.71,0.752,17.889,9.595,1.846,0.542,0.891,0
6542,452,186.066,57.891,9.941,0.164,73.027,17.308,5.823,0.172,0.447,-1
9093,101,36.627,13.211,9.734,0.946,13.928,10.0,1.357,0.737,0.927,0
10001,161,81.255,31.594,6.488,0.306,34.015,9.758,4.87,0.205,0.587,1
8697,282,67.255,25.496,14.083,0.783,25.495,15.055,1.81,0.552,0.898,0
5170,220,81.598,31.508,8.89,0.415,33.838,12.074,3.544,0.282,0.683,1
6562,180,79.154,31.132,7.362,0.361,33.242,10.833,4.229,0.236,0.644,1
4115,73,30.627,10.921,8.511,0.978,11.662,9.192,1.283,0.779,0.907,0
9307,108,39.456,15.12,9.095,0.872,15.811,9.899,1.663,0.601,0.908,0
8009,121,42.627,16.94,9.095,0.837,17.72,9.0,1.863,0.537,0.931,0
2960,259,135.196,21.83,15.107,0.178,41.773,25.424,1.445,0.692,0.401,1
4504,121,40.042,14.738,10.453,0.948,15.652,11.0,1.41,0.709,0.942,0
1150,94,35.456,13.297,9.001,0.94,13.892,9.192,1.477,0.677,0.922,0
2039,89,34.042,12.417,9.126,0.965,13.038,9.707,1.361,0.735,0.913,0
1247,184,64.77,20.082,11.666,0.551,22.204,14.6,1.721,0.581,0.757,1
20,184,65.355,24.138,9.706,0.541,27.019,12.118,2.487,0.402,0.748,1
4404,184,75.255,27.704,8.456,0.408,30.463,12.265,3.276,0.305,0.674,1
8400,99,38.042,15.198,8.294,0.86,15.811,8.974,1.832,0.546,0.917,0
6131,224,105.64,27.43,10.398,0.252,35.341,17.028,2.638,0.379,0.451,1
9040,112,38.87,14.887,9.579,0.932,15.652,10.286,1.554,0.643,0.926,0
8337,127,43.456,15.287,10.578,0.845,16.492,11.0,1.445,0.692,0.904,0
541,117,41.113,16.169,9.213,0.87,16.643,9.899,1.755,0.57,0.9,0
355,170,76.669,27.5,7.871,0.363,28.653,10.797,3.494,0.286,0.613,1
4841,150,56.87,21.993,8.684,0.583,23.77,10.0,2.533,0.395,0.833,1
8907,96,36.627,13.661,8.947,0.899,14.422,9.899,1.527,0.655,0.914,0
7879,152,62.77,19.37,9.992,0.485,23.707,13.227,1.939,0.516,0.665,-1
6463,188,85.397,33.994,7.041,0.324,37.121,11.067,4.828,0.207,0.643,1
10247,74,31.213,12.076,7.802,0.954,12.806,8.485,1.548,0.646,0.914,0
7263,149,72.669,25.746,7.369,0.355,29.155,10.14,3.494,0.286,0.623,1
755,219,95.882,37.231,7.489,0.299,41.881,11.653,4.971,0.201,0.607,1
3958,309,143.823,31.869,12.345,0.188,46.872,24.299,2.581,0.387,0.386,-1
5942,322,124.225,27.559,14.876,0.262,42.19,20.592,1.853,0.54,0.579,-1
8250,92,34.971,12.84,9.123,0.945,13.416,9.0,1.407,0.71,0.944,0
1207,91,35.456,13.328,8.693,0.91,13.928,9.0,1.533,0.652,0.91,0
6162,187,87.154,33.402,7.128,0.309,38.013,10.752,4.686,0.213,0.617,1
357,195,72.527,28.664,8.662,0.466,30.265,10.785,3.309,0.302,0.783,1
10122,197,85.255,31.2,8.039,0.341,35.228,11.097,3.881,0.258,0.652,1
2397,247,124.125,28.746,10.94,0.201,37.656,22.698,2.628,0.381,0.407,1
6606,212,102.912,39.564,6.823,0.252,43.186,10.0,5.799,0.172,0.632,1
6312,108,38.042,13.262,10.368,0.938,13.928,11.0,1.279,0.782,0.923,0
7163,149,61.355,23.525,8.064,0.497,25.962,10.0,2.917,0.343,0.784,1
6786,216,102.468,38.151,7.209,0.259,43.417,12.165,5.292,0.189,0.527,1
476,384,82.083,32.036,15.262,0.716,33.015,16.464,2.099,0.476,0.918,-1
75,136,44.627,17.106,10.123,0.858,17.263,10.0,1.69,0.592,0.922,0
8862,232,115.154,33.361,8.854,0.22,47.424,14.512,3.768,0.265,0.442,1
5849,347,95.397,37.726,11.711,0.479,41.785,14.595,3.221,0.31,0.807,-1
10108,254,126.125,41.161,7.857,0.201,52.393,12.303,5.239,0.191,0.459,1
9217,117,40.042,14.622,10.188,0.917,15.264,11.0,1.435,0.697,0.925,0
8535,99,36.87,13.162,9.577,0.915,13.928,10.286,1.374,0.728,0.904,0
1768,142,45.113,16.867,10.719,0.877,17.72,11.628,1.573,0.636,0.91,0
1975,123,41.456,15.879,9.863,0.899,16.155,10.399,1.61,0.621,0.918,0
9566,379,102.811,38.857,12.419,0.451,40.817,16.298,3.129,0.32,0.709,-1
622,55,26.627,9.031,7.754,0.975,9.849,8.485,1.165,0.859,0.88,0
1912,147,55.355,19.8,9.453,0.603,22.825,11.68,2.095,0.477,0.797,1
5864,189,85.397,26.594,9.049,0.326,32.558,13.0,2.939,0.34,0.572,1
7211,192,80.912,32.669,7.483,0.369,32.65,10.555,4.366,0.229,0.615,1
10183,179,83.74,32.029,7.116,0.321,37.121,11.016,4.501,0.222,0.652,1
5453,187,71.74,27.898,8.535,0.457,29.206,11.314,3.269,0.306,0.712,1
2866,135,47.355,16.746,10.264,0.756,18.385,11.857,1.632,0.613,0.879,0
7927,97,37.456,13.542,9.12,0.869,14.213,9.899,1.485,0.673,0.89,0
10135,215,66.669,28.439,9.626,0.608,28.018,11.039,2.954,0.338,0.869,-1
9461,71,30.971,10.357,8.728,0.93,11.662,9.0,1.187,0.843,0.91,0
6529,189,68.326,26.982,8.919,0.509,27.785,11.585,3.025,0.331,0.758,1
2401,230,109.882,45.626,6.418,0.239,46.239,10.258,7.109,0.141,0.548,1
3655,372,149.924,39.59,11.964,0.208,62.129,18.335,3.309,0.302,0.539,-1
5926,272,105.054,31.699,10.925,0.31,40.719,16.302,2.901,0.345,0.576,1
7997,169,58.284,25.256,8.52,0.625,24.515,9.0,2.964,0.337,0.887,-1
7780,128,43.456,16.246,10.032,0.852,16.643,10.733,1.62,0.617,0.908,0
3238,142,72.527,27.591,6.553,0.339,30.594,9.0,4.211,0.237,0.635,1
9398,235,115.439,26.564,11.264,0.222,34.525,16.928,2.358,0.424,0.522,1
5409,96,36.042,12.819,9.535,0.929,13.416,9.839,1.344,0.744,0.914,0
7450,165,82.326,32.336,6.497,0.306,35.511,9.94,4.977,0.201,0.656,1
3513,247,109.054,33.96,9.261,0.261,40.249,15.954,3.667,0.273,0.523,1
6948,280,126.711,33.399,10.674,0.219,40.262,15.649,3.129,0.32,0.559,-1
3339,141,72.083,27.484,6.532,0.341,31.016,10.807,4.208,0.238,0.589,1
3345,68,60.912,11.368,7.616,0.23,18.358,15.016,1.492,0.67,0.406,-1
8363,98,36.627,13.121,9.51,0.918,13.928,10.0,1.38,0.725,0.916,0
3728,240,105.255,46.298,6.6,0.272,46.819,10.407,7.015,0.143,0.687,1
7037,212,85.74,28.621,9.431,0.362,30.594,13.786,3.035,0.33,0.64,1
823,60,28.042,9.734,7.848,0.959,10.77,8.485,1.24,0.806,0.882,0
5394,118,39.213,14.833,10.129,0.964,15.232,10.0,1.464,0.683,0.944,0
7107,232,102.569,35.984,8.209,0.277,40.522,13.173,4.383,0.228,0.538,1
1287,188,73.74,29.78,8.038,0.434,32.202,10.81,3.705,0.27,0.758,1
2823,120,40.042,14.699,10.395,0.941,15.264,10.914,1.414,0.707,0.927,0
5317,102,36.627,13.6,9.549,0.955,14.422,10.539,1.424,0.702,0.923,0
1642,111,40.87,15.252,9.266,0.835,16.155,10.0,1.646,0.608,0.914,0
1878,248,63.355,24.151,13.074,0.776,24.739,14.552,1.847,0.541,0.902,-1
5250,182,72.426,25.819,8.975,0.436,29.206,12.623,2.877,0.348,0.654,1
2684,155,67.012,22.842,8.64,0.434,27.203,12.0,2.644,0.378,0.681,1
3759,264,111.296,31.921,10.53,0.268,41.4,15.66,3.031,0.33,0.53,1
2431,205,85.74,31.478,8.292,0.35,34.482,13.022,3.796,0.263,0.614,1
6556,123,47.941,17.119,9.148,0.673,19.698,10.514,1.871,0.534,0.817,0
9210,139,60.77,21.732,8.144,0.473,23.409,9.944,2.669,0.375,0.726,1
4804,170,67.841,23.87,9.068,0.464,26.476,11.482,2.632,0.38,0.731,1
328,108,39.698,15.516,8.862,0.861,15.811,9.192,1.751,0.571,0.904,0
4975,109,38.87,14.784,9.387,0.907,15.264,10.286,1.575,0.635,0.908,0
5393,119,40.042,14.265,10.622,0.933,14.765,10.983,1.343,0.745,0.915,0
10306,58,26.971,9.544,7.738,1.0,10.296,8.0,1.233,0.811,0.928,0
4557,240,85.74,28.79,10.614,0.41,33.422,14.258,2.712,0.369,0.691,-1
3105,187,85.983,23.699,10.047,0.318,30.265,14.874,2.359,0.424,0.519,1
4236,170,71.598,25.689,8.426,0.417,29.614,12.0,3.049,0.328,0.681,1
9873,116,39.456,14.404,10.254,0.936,15.232,11.0,1.405,0.712,0.917,0
6163,162,65.012,25.972,7.942,0.482,27.203,10.32,3.27,0.306,0.74,1
4913,125,43.213,15.986,9.956,0.841,16.492,10.0,1.606,0.623,0.919,0
5923,196,78.083,29.098,8.576,0.404,31.305,12.592,3.393,0.295,0.644,1
5455,460,176.794,59.661,9.817,0.185,75.928,15.798,6.077,0.165,0.542,-1
8807,106,38.284,13.66,9.88,0.909,14.213,9.899,1.383,0.723,0.91,0
1500,108,38.284,14.686,9.363,0.926,15.524,10.0,1.568,0.638,0.923,0
6075,222,103.397,35.845,7.886,0.261,39.623,11.662,4.546,0.22,0.555,1
6763,162,58.527,19.672,10.485,0.594,22.804,12.728,1.876,0.533,0.816,1
9192,182,72.912,29.345,7.897,0.43,31.385,10.75,3.716,0.269,0.754,1
666,104,39.213,15.204,8.709,0.85,15.652,9.391,1.746,0.573,0.912,0
7039,212,89.74,32.694,8.256,0.331,36.346,11.0,3.96,0.253,0.621,1
2221,83,33.213,12.684,8.332,0.946,13.416,9.0,1.522,0.657,0.933,0
9646,215,98.225,29.5,9.279,0.28,34.366,14.419,3.179,0.315,0.522,1
7682,265,93.255,31.137,10.836,0.383,37.696,15.354,2.873,0.348,0.642,1
9869,128,43.113,17.177,9.488,0.865,17.493,10.461,1.81,0.552,0.908,0
9098,65,28.627,10.5,7.882,0.997,11.18,8.485,1.332,0.751,0.903,0
9602,51,25.799,8.342,7.784,0.963,9.487,8.0,1.072,0.933,0.887,0
10082,120,40.87,15.841,9.645,0.903,16.643,9.899,1.642,0.609,0.934,0
1775,122,40.87,15.296,10.155,0.918,16.155,11.0,1.506,0.664,0.917,0
6081,334,131.64,32.002,13.288,0.242,39.357,22.64,2.408,0.415,0.574,-1
307,210,80.083,30.771,8.689,0.411,33.106,11.814,3.541,0.282,0.683,1
8545,115,40.284,14.63,10.008,0.891,15.524,10.0,1.462,0.684,0.92,0
8177,113,42.042,17.141,8.393,0.803,17.72,9.0,2.042,0.49,0.919,0
6415,224,105.983,25.623,11.131,0.251,34.785,17.132,2.302,0.434,0.513,1
606,110,47.456,18.889,7.415,0.614,19.647,8.667,2.548,0.393,0.821,1
2950,120,44.527,16.56,9.226,0.761,17.72,9.839,1.795,0.557,0.873,0
4594,274,109.882,29.21,11.944,0.285,37.537,19.448,2.446,0.409,0.531,1
9790,251,110.811,37.472,8.529,0.257,45.0,14.249,4.394,0.228,0.52,1
9671,347,90.569,30.561,14.457,0.532,31.623,17.0,2.114,0.473,0.783,-1
1252,206,67.255,24.412,10.744,0.572,26.0,13.812,2.272,0.44,0.755,1
5092,197,83.255,32.306,7.764,0.357,34.54,11.599,4.161,0.24,0.631,1
9024,90,33.799,12.423,9.225,0.99,13.0,9.0,1.347,0.743,0.938,0
5475,249,92.912,35.76,8.866,0.362,38.639,11.415,4.033,0.248,0.662,1
2241,85,33.799,12.119,8.93,0.935,13.038,9.839,1.357,0.737,0.919,0
10487,84,34.042,13.262,8.065,0.911,13.892,8.485,1.644,0.608,0.918,0
9336,118,40.87,15.645,9.603,0.888,16.155,10.286,1.629,0.614,0.918,0
6384,481,193.723,30.131,20.326,0.161,48.374,38.703,1.482,0.675,0.396,-1
2794,248,110.569,34.693,9.102,0.255,40.025,14.138,3.812,0.262,0.497,1
4705,184,83.841,31.471,7.444,0.329,35.114,11.022,4.228,0.237,0.631,1
7410,107,39.456,14.687,9.276,0.864,15.297,10.0,1.583,0.632,0.895,0
1366,109,39.213,15.217,9.12,0.891,15.524,9.0,1.668,0.599,0.936,0
7921,82,33.456,12.46,8.379,0.921,13.038,8.485,1.487,0.672,0.906,0
5013,151,48.527,16.511,11.645,0.806,17.889,12.6,1.418,0.705,0.88,0
2880,214,93.154,38.941,6.997,0.31,38.639,9.782,5.565,0.18,0.632,1
500,169,65.698,26.779,8.035,0.492,26.683,9.718,3.333,0.3,0.768,1
6445,216,83.154,27.434,10.025,0.393,30.887,14.171,2.737,0.365,0.639,1
9175,108,38.042,14.044,9.792,0.938,14.56,10.0,1.434,0.697,0.915,0
10529,102,46.87,15.649,8.299,0.583,18.868,9.899,1.886,0.53,0.77,1
7249,129,46.87,16.758,9.801,0.738,17.72,10.357,1.71,0.585,0.884,0
2178,86,34.042,12.534,8.736,0.933,13.416,9.487,1.435,0.697,0.901,0
6537,161,83.598,31.038,6.605,0.289,36.222,10.0,4.699,0.213,0.644,1
4969,201,91.054,34.138,7.497,0.305,39.205,12.021,4.554,0.22,0.605,1
8197,220,105.74,43.565,6.43,0.247,46.819,11.249,6.776,0.148,0.555,1
5539,187,82.426,33.132,7.186,0.346,34.205,9.908,4.61,0.217,0.626,1
2175,85,33.213,11.703,9.248,0.968,12.53,9.899,1.265,0.79,0.924,0
5314,116,40.042,14.139,10.446,0.909,14.866,11.0,1.354,0.739,0.913,0
5743,124,42.042,15.807,9.988,0.882,16.279,10.0,1.583,0.632,0.922,0
6516,174,81.497,28.543,7.762,0.329,34.205,10.982,3.677,0.272,0.613,1
4177,118,40.042,14.944,10.053,0.925,15.811,10.0,1.487,0.673,0.925,0
7965,106,40.042,15.945,8.464,0.831,16.155,9.171,1.884,0.531,0.914,0
5387,178,67.841,27.014,8.389,0.486,28.231,11.897,3.22,0.311,0.721,1
1807,98,36.87,13.908,8.972,0.906,14.765,9.899,1.55,0.645,0.895,0
5514,113,38.87,14.021,10.261,0.94,14.765,10.607,1.366,0.732,0.922,0
2006,120,42.042,16.316,9.364,0.853,16.763,10.0,1.742,0.574,0.92,0
4171,81,33.213,12.658,8.148,0.923,13.416,8.944,1.554,0.644,0.92,0
9823,235,81.841,32.985,9.071,0.441,34.176,12.127,3.636,0.275,0.736,1
3531,227,113.539,33.951,8.513,0.221,44.272,14.446,3.988,0.251,0.462,1
8616,129,42.284,16.185,10.148,0.907,16.643,11.2,1.595,0.627,0.915,0
6553,93,37.456,13.857,8.545,0.833,15.264,9.707,1.622,0.617,0.873,0
316,226,86.326,33.044,8.708,0.381,33.956,11.695,3.795,0.264,0.658,1
8208,262,123.439,37.283,8.948,0.216,49.649,15.378,4.167,0.24,0.462,1
5868,174,76.912,28.732,7.711,0.37,31.305,11.13,3.726,0.268,0.639,1
7076,103,36.971,12.521,10.474,0.947,13.892,10.0,1.195,0.837,0.949,0
8407,82,34.042,12.555,8.316,0.889,13.038,9.153,1.51,0.662,0.891,0
9832,120,42.042,16.104,9.488,0.853,16.492,10.0,1.697,0.589,0.913,0
2644,107,37.799,14.353,9.492,0.941,14.56,9.0,1.512,0.661,0.951,0
9199,214,90.225,35.177,7.746,0.33,38.949,12.033,4.541,0.22,0.599,1
1092,110,49.698,18.889,7.415,0.56,21.19,8.944,2.547,0.393,0.827,1
10251,83,33.213,11.753,8.991,0.946,12.207,9.391,1.307,0.765,0.917,0
6621,441,190.309,51.281,10.949,0.153,70.937,21.04,4.683,0.214,0.417,-1
8683,144,44.284,14.788,12.398,0.923,15.652,13.0,1.193,0.838,0.911,0
3749,281,81.397,31.133,11.492,0.533,34.015,14.842,2.709,0.369,0.787,1
8050,86,35.213,13.257,8.26,0.872,13.928,8.944,1.605,0.623,0.915,0
6733,185,78.77,32.088,7.341,0.375,33.541,10.223,4.371,0.229,0.694,1
4608,169,61.698,24.028,8.955,0.558,26.249,10.85,2.683,0.373,0.816,1
5894,211,92.326,36.795,7.301,0.311,39.812,11.752,5.04,0.198,0.599,1
7723,103,38.042,14.462,9.068,0.894,15.0,9.656,1.595,0.627,0.907,0
9727,209,90.669,32.824,8.107,0.319,37.855,12.601,4.049,0.247,0.609,1
2951,120,79.012,31.072,4.917,0.242,35.44,7.661,6.319,0.158,0.605,1
9802,126,42.042,15.513,10.342,0.896,16.155,11.0,1.5,0.667,0.93,0
1794,112,40.627,16.268,8.766,0.853,16.763,9.0,1.856,0.539,0.914,0
153,96,36.87,14.117,8.658,0.887,14.765,9.192,1.63,0.613,0.906,0
8369,103,37.799,14.378,9.121,0.906,14.866,9.0,1.576,0.634,0.936,0
1849,105,38.042,14.113,9.473,0.912,14.765,10.286,1.49,0.671,0.921,0
1245,201,71.841,21.756,11.763,0.489,26.0,14.659,1.849,0.541,0.728,1
7201,195,83.841,30.036,8.266,0.349,35.777,12.908,3.634,0.275,0.627,1
8439,54,26.971,9.994,6.88,0.933,10.817,7.778,1.453,0.688,0.908,0
7502,125,41.456,14.371,11.075,0.914,15.652,11.926,1.298,0.771,0.919,0
7863,115,41.799,16.562,8.841,0.827,16.492,9.0,1.873,0.534,0.916,0
2260,89,34.042,12.882,8.797,0.965,13.601,9.192,1.464,0.683,0.922,0
10201,111,39.799,15.585,9.068,0.881,15.811,9.0,1.719,0.582,0.941,0
10421,97,37.799,14.191,8.703,0.853,14.56,9.0,1.631,0.613,0.907,0
5120,487,148.125,53.052,11.688,0.279,58.856,17.027,4.539,0.22,0.656,-1
5023,138,43.113,14.02,12.532,0.933,15.232,13.416,1.119,0.894,0.902,0
3133,247,99.64,32.134,9.787,0.313,36.401,14.654,3.283,0.305,0.545,1
2578,179,82.669,26.962,8.453,0.329,32.558,13.811,3.19,0.314,0.564,1
8299,115,42.627,17.084,8.571,0.795,17.464,9.216,1.993,0.502,0.891,0
9673,313,118.51,35.543,11.213,0.28,39.0,18.316,3.17,0.315,0.58,1
8275,56,26.385,8.902,8.01,1.0,9.849,8.0,1.111,0.9,0.926,0
7799,131,42.385,15.922,10.476,0.916,16.155,10.0,1.52,0.658,0.953,0
3565,210,87.74,29.175,9.165,0.343,33.377,13.298,3.183,0.314,0.569,1
5083,104,37.213,13.354,9.916,0.944,13.928,10.0,1.347,0.743,0.933,0
7862,116,41.213,16.372,9.021,0.858,16.763,9.0,1.815,0.551,0.935,0
8511,122,40.87,15.46,10.048,0.918,16.125,10.733,1.539,0.65,0.917,0
7949,112,42.042,16.961,8.408,0.796,17.088,8.854,2.017,0.496,0.907,0
9500,222,101.497,32.54,8.687,0.271,39.812,12.965,3.746,0.267,0.503,1
4738,176,74.426,29.232,7.666,0.399,30.265,11.0,3.813,0.262,0.673,1
1853,142,44.527,17.326,10.435,0.9,17.889,11.314,1.66,0.602,0.919,0
1461,88,34.042,12.072,9.281,0.954,12.649,9.899,1.301,0.769,0.917,0
4371,199,66.912,26.949,9.402,0.559,28.844,11.314,2.866,0.349,0.814,1
9339,117,40.042,15.007,9.926,0.917,15.811,10.607,1.512,0.661,0.932,0
4639,182,76.326,25.803,8.981,0.393,28.792,11.66,2.873,0.348,0.705,1
7764,76,30.627,9.837,9.837,1.0,10.77,9.899,1.0,1.0,0.927,0
2723,132,47.456,19.853,8.466,0.737,19.925,8.894,2.345,0.426,0.901,0
3324,472,239.279,53.918,11.146,0.104,93.231,24.991,4.837,0.207,0.268,-1
4735,238,103.397,34.502,8.783,0.28,41.304,11.799,3.928,0.255,0.584,1
3434,203,87.154,37.115,6.964,0.336,38.471,10.286,5.33,0.188,0.678,1
1682,94,35.799,11.838,10.11,0.922,13.038,10.0,1.171,0.854,0.94,0
3725,137,60.527,24.089,7.241,0.47,25.0,9.217,3.327,0.301,0.755,1
3143,370,153.38,57.131,8.246,0.198,63.781,12.164,6.928,0.144,0.547,-1
9664,264,103.539,41.708,8.059,0.309,43.417,12.222,5.175,0.193,0.589,1
4542,179,70.326,26.53,8.591,0.455,26.627,10.607,3.088,0.324,0.728,1
9633,309,127.782,36.142,10.886,0.238,44.181,21.0,3.32,0.301,0.458,1
9711,206,82.569,27.827,9.426,0.38,30.364,13.168,2.952,0.339,0.629,1
